entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
USR-0045,user,2024-03-12T11:56:13,191.243.230.67,AF-South,/ssh/connect,sso,28.49,"login,upload,verify,logout",iOS-17.2/ARM64|ed:a2:e2:da:e4:51,normal
USR-0082,user,2024-03-12T11:56:56,88.136.1.73,CA-Central,/storage/delete,certificate,5.32,"connect,heartbeat,disconnect",iOS-17.2/ARM64|c4:61:45:23:8d:d4,normal
USR-0198,user,2024-03-12T11:57:09,47.69.215.96,AF-South,/api/health,password,6.61,"connect,heartbeat,disconnect",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
DEV-0015,edge_device,2024-03-12T12:03:43,31.126.115.17,US-East,/api/configs,sso,35.09,"login,upload,verify,logout",iOS-17.2/ARM64|66:9f:cc:bf:e0:e7,normal
DEV-0141,edge_device,2024-03-12T12:09:07,179.71.240.115,EU-West,/network/scan,biometric,55.4,"login,read,read,logout",ChromeOS-120/x86_64|ab:4a:46:13:92:f1,normal
DEV-0014,edge_device,2024-03-12T12:11:42,68.216.108.238,US-East,/api/data-export,token,125.54,"connect,heartbeat,disconnect",Android-14/ARM64|f8:23:40:41:f3:54,normal
SVC-0018,service_account,2024-03-12T12:15:13,10.0.1.162,ME-Central,/api/admin,password,0.11,"login_fail,login_fail,login_fail",ChromeOS-120/x86_64|d0:61:30:31:dc:b5,credential_stuffing
DEV-0008,edge_device,2024-03-12T12:30:50,64.134.219.230,EU-West,/db/write,biometric,87.31,"login,upload,verify,logout",Windows-11/22H2|ff:ca:ea:49:87:47,normal
DEV-0015,edge_device,2024-03-12T12:33:22,31.126.115.17,US-East,/network/scan,biometric,37.14,"login,search,view,logout",iOS-17.2/ARM64|66:9f:cc:bf:e0:e7,normal
DEV-0010,edge_device,2024-03-12T12:40:49,136.128.5.175,EU-Central,/api/configs,certificate,49.05,"login,view,logout",iOS-17.2/ARM64|51:d8:20:c5:c3:ef,normal
USR-0066,user,2024-03-12T12:48:58,164.251.52.224,ME-Central,/api/tokens,biometric,101.53,"login,upload,verify,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
DEV-0015,edge_device,2024-03-12T12:49:20,31.126.115.17,US-East,/api/payments,biometric,50.77,"connect,heartbeat,disconnect",iOS-17.2/ARM64|66:9f:cc:bf:e0:e7,normal
SVC-0143,service_account,2024-03-12T12:52:50,164.234.32.29,AF-South,/api/health,biometric,115.01,"login,view,logout",IoT-RTOS-2.4|79:9a:3e:18:7a:d6,normal
USR-0198,user,2024-03-12T12:56:36,47.69.215.96,AF-South,/api/health,password,6.04,"connect,heartbeat,disconnect",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
SVC-0001,service_account,2024-03-12T13:06:34,144.101.214.57,ME-Central,/api/configs,biometric,29.23,"login,read,read,logout",RHEL-9.3/x86_64|10:0f:2f:6f:77:0d,normal
DEV-0010,edge_device,2024-03-12T13:10:25,136.128.5.175,EU-Central,/network/firewall,certificate,61.56,"login,search,view,logout",iOS-17.2/ARM64|51:d8:20:c5:c3:ef,normal
SVC-0055,service_account,2024-03-12T13:14:09,156.58.83.247,EU-Central,/network/scan,token,77.4,"login,search,view,logout",Windows-11/22H2|3a:6f:ee:83:bc:55,normal
DEV-0114,edge_device,2024-03-12T13:14:53,156.136.14.47,AP-East,/storage/upload,password,93.46,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|bc:3a:8e:73:db:0d,normal
SVC-0190,service_account,2024-03-12T13:38:53,83.127.3.67,US-West,/network/scan,certificate,67.46,"login,read,read,logout",macOS-14.2/ARM64|2c:cd:30:5e:47:f4,normal
USR-0181,user,2024-03-12T13:44:56,177.250.162.123,EU-Central,/storage/download,token,98.69,"login,upload,verify,logout",Windows-11/22H2|8e:98:73:98:93:6a,normal
USR-0133,user,2024-03-12T13:51:41,47.109.174.243,EU-West,/api/users,token,72.94,"login,search,view,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
DEV-0042,edge_device,2024-03-12T13:59:51,38.12.23.63,SA-East,/api/deploy,certificate,38.95,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ab:2f:78:9e:73:65,normal
USR-0168,user,2024-03-12T14:05:36,25.25.148.243,SA-East,/api/reports,certificate,23.22,"login,upload,verify,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
SVC-0148,service_account,2024-03-12T15:02:02,81.158.203.254,US-East,/api/health,certificate,97.85,"login,view,logout",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
DEV-0104,edge_device,2024-03-12T15:17:30,71.74.66.139,ME-Central,/api/admin,password,106.8,"login,read,read,logout",iOS-17.2/ARM64|6a:6e:77:a8:4b:01,normal
USR-0167,user,2024-03-13T00:58:10,34.189.54.82,SA-East,/ssh/connect,password,76.13,"login,read,read,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
DEV-0118,edge_device,2024-03-13T02:05:45,194.58.176.111,US-East,/network/firewall,certificate,67.07,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|d9:f8:e2:d4:8b:6e,normal
DEV-0083,edge_device,2024-03-13T02:08:13,86.193.233.239,US-West,/storage/upload,certificate,84.64,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|98:fa:4c:e4:f7:b0,normal
DEV-0126,edge_device,2024-03-13T02:25:36,113.34.240.114,CA-Central,/ssh/connect,certificate,37.04,"login,search,view,logout",ChromeOS-120/x86_64|fc:ed:e5:a5:a1:4d,normal
SVC-0146,service_account,2024-03-13T03:05:07,188.53.170.35,CA-Central,/api/admin,token,98.73,"connect,heartbeat,disconnect",Windows-11/22H2|81:08:b6:22:b0:7b,normal
SVC-0095,service_account,2024-03-13T03:41:10,192.212.89.52,ME-Central,/api/deploy,certificate,76.32,"login,upload,verify,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
DEV-0091,edge_device,2024-03-13T03:55:32,174.80.37.114,AP-South,/api/audit,biometric,17.32,"login,upload,verify,logout",IoT-RTOS-2.4|82:eb:82:04:ee:93,normal
DEV-0011,edge_device,2024-03-13T04:15:26,41.232.1.245,US-West,/db/admin,biometric,20.87,"login,read,read,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
SVC-0043,service_account,2024-03-13T04:18:19,103.124.75.168,AP-East,/storage/download,certificate,105.77,"login,search,view,logout",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
SVC-0108,service_account,2024-03-13T04:23:39,83.75.33.33,EU-West,/db/write,token,33.14,"login,view,logout",Windows-11/22H2|da:37:fb:e3:25:29,normal
SVC-0102,service_account,2024-03-13T04:38:12,49.62.232.24,EU-Central,/api/configs,sso,84.47,"login,upload,verify,logout",ChromeOS-120/x86_64|32:bc:b7:1f:cb:8d,normal
DEV-0028,edge_device,2024-03-13T05:24:16,30.54.79.70,CA-Central,/api/payments,token,79.87,"login,read,read,logout",Ubuntu-22.04/x86_64|9a:04:99:35:44:87,normal
USR-0068,user,2024-03-13T05:25:47,208.155.43.64,AP-South,/storage/delete,biometric,31.39,"connect,heartbeat,disconnect",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
USR-0039,user,2024-03-13T05:36:23,142.65.98.108,EU-Central,/api/payments,certificate,45.07,"login,upload,verify,logout",macOS-14.2/ARM64|99:9e:d1:a7:ce:97,normal
SVC-0146,service_account,2024-03-13T05:55:10,188.53.170.35,CA-Central,/api/admin,token,113.76,"login,view,logout",Windows-11/22H2|81:08:b6:22:b0:7b,normal
SVC-0016,service_account,2024-03-13T06:04:42,59.34.16.221,AF-South,/api/reports,certificate,75.82,"login,upload,verify,logout",FW-EdgeOS-3.1|0a:75:70:03:24:1e,normal
DEV-0123,edge_device,2024-03-13T06:05:29,112.205.40.102,CA-Central,/api/admin,certificate,17.06,"login,read,read,logout",FW-EdgeOS-3.1|eb:b9:2d:df:36:7c,normal
DEV-0083,edge_device,2024-03-13T06:07:15,86.193.233.239,US-West,/storage/upload,certificate,88.08,"login,read,read,logout",RHEL-9.3/x86_64|98:fa:4c:e4:f7:b0,normal
DEV-0080,edge_device,2024-03-13T06:25:19,58.58.236.243,SA-East,/api/health,sso,126.06,"login,view,logout",RHEL-9.3/x86_64|7a:51:9f:07:d0:2f,normal
SVC-0073,service_account,2024-03-13T06:30:10,113.63.239.177,AP-East,/api/reports,sso,110.18,"login,upload,verify,logout",FW-EdgeOS-3.1|48:24:1e:54:9d:93,normal
USR-0023,user,2024-03-13T06:34:03,13.244.80.15,AP-South,/db/admin,biometric,68.81,"login,read,read,logout",FW-EdgeOS-3.1|97:6f:1d:1f:a0:1d,normal
DEV-0085,edge_device,2024-03-13T06:35:50,217.225.51.135,EU-West,/api/audit,biometric,62.66,"login,read,read,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
SVC-0120,service_account,2024-03-13T06:36:36,2.254.220.45,CA-Central,/api/payments,token,7.22,"login,search,view,logout",iOS-17.2/ARM64|6c:46:82:94:a7:3d,normal
SVC-0095,service_account,2024-03-13T06:55:53,192.212.89.52,ME-Central,/api/deploy,certificate,86.45,"login,search,view,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
SVC-0058,service_account,2024-03-13T07:03:15,112.90.138.158,SA-East,/storage/delete,certificate,109.04,"login,view,logout",Ubuntu-22.04/x86_64|fa:36:dd:b9:eb:4e,normal
DEV-0028,edge_device,2024-03-13T07:06:54,30.54.79.70,CA-Central,/db/admin,token,64.17,"login,read,read,logout",Ubuntu-22.04/x86_64|9a:04:99:35:44:87,normal
SVC-0182,service_account,2024-03-13T07:14:01,198.74.148.11,AF-South,/api/health,password,97.08,"login,read,read,logout",macOS-14.2/ARM64|8c:93:3e:c2:ca:b0,normal
DEV-0070,edge_device,2024-03-13T07:16:57,41.122.88.142,AP-South,/api/logs,certificate,80.42,"login,view,logout",Ubuntu-22.04/x86_64|1e:32:6a:6c:87:29,normal
SVC-0182,service_account,2024-03-13T07:19:33,198.74.148.11,AF-South,/storage/download,password,109.66,"login,read,read,logout",macOS-14.2/ARM64|8c:93:3e:c2:ca:b0,normal
SVC-0095,service_account,2024-03-13T07:24:42,192.212.89.52,ME-Central,/network/vpn,certificate,59.75,"login,search,view,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
SVC-0134,service_account,2024-03-13T07:29:02,217.51.19.170,AF-South,/network/scan,sso,10.15,"login,read,read,logout",Android-14/ARM64|62:73:46:4f:27:97,normal
SVC-0109,service_account,2024-03-13T07:30:53,204.58.110.111,US-West,/api/logs,sso,39.39,"login,search,view,logout",iOS-17.2/ARM64|a6:c3:96:e8:dc:32,normal
SVC-0108,service_account,2024-03-13T07:32:57,83.75.33.33,EU-West,/api/reports,token,28.07,"login,upload,verify,logout",Windows-11/22H2|da:37:fb:e3:25:29,normal
SVC-0079,service_account,2024-03-13T07:39:50,179.248.62.8,SA-East,/network/firewall,sso,6.63,"login,search,view,logout",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
DEV-0123,edge_device,2024-03-13T07:43:28,112.205.40.102,CA-Central,/storage/upload,certificate,12.27,"login,read,read,logout",FW-EdgeOS-3.1|eb:b9:2d:df:36:7c,normal
DEV-0051,edge_device,2024-03-13T07:47:47,152.13.42.165,AF-South,/api/users,sso,53.23,"login,read,read,logout",Android-14/ARM64|cf:54:ef:41:0d:c9,normal
USR-0027,user,2024-03-13T07:49:06,73.80.224.214,CA-Central,/storage/upload,token,25.45,"login,read,read,logout",ChromeOS-120/x86_64|87:43:b2:23:7d:bd,normal
SVC-0187,service_account,2024-03-13T08:04:13,146.54.171.73,AP-South,/api/admin,password,103.33,"login,upload,verify,logout",macOS-14.2/ARM64|fd:5f:94:13:04:98,normal
USR-0033,user,2024-03-13T08:05:53,201.210.127.69,CA-Central,/storage/upload,token,26.79,"login,upload,verify,logout",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
DEV-0179,edge_device,2024-03-13T08:08:01,144.166.244.135,US-West,/api/admin,biometric,71.39,"login,search,view,logout",FW-EdgeOS-3.1|68:d2:f1:1f:46:6a,normal
DEV-0026,edge_device,2024-03-13T08:08:09,160.51.37.138,AP-East,/network/scan,certificate,122.54,"login,view,logout",Ubuntu-22.04/x86_64|99:ea:a1:25:04:ea,normal
DEV-0149,edge_device,2024-03-13T08:19:55,221.24.169.70,AP-South,/api/payments,token,96.7,"login,search,view,logout",iOS-17.2/ARM64|f2:81:12:61:92:b6,normal
USR-0033,user,2024-03-13T08:26:20,201.210.127.69,CA-Central,/storage/upload,token,61.79,"connect,heartbeat,disconnect",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
USR-0198,user,2024-03-13T08:29:31,47.69.215.96,AF-South,/storage/upload,password,8.91,"login,view,logout",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
DEV-0070,edge_device,2024-03-13T08:31:28,41.122.88.142,AP-East,/api/payments,certificate,88.06,"login,view,logout",Ubuntu-22.04/x86_64|1e:32:6a:6c:87:29,normal
SVC-0073,service_account,2024-03-13T08:36:11,113.63.239.177,AP-East,/api/data-export,sso,45.57,"login,upload,verify,logout",FW-EdgeOS-3.1|48:24:1e:54:9d:93,normal
SVC-0079,service_account,2024-03-13T08:45:07,179.248.62.8,SA-East,/api/health,sso,6.44,"login,view,logout",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
DEV-0158,edge_device,2024-03-13T08:49:24,77.80.89.204,US-East,/db/read,token,65.28,"login,read,read,logout",Windows-11/22H2|e3:2c:a3:b1:21:94,normal
SVC-0134,service_account,2024-03-13T08:53:17,217.51.19.170,AF-South,/api/payments,password,11.68,"login,read,read,logout",Android-14/ARM64|62:73:46:4f:27:97,normal
SVC-0124,service_account,2024-03-13T08:58:16,136.99.178.90,US-West,/api/logs,biometric,65.09,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ad:71:aa:56:27:3a,normal
DEV-0158,edge_device,2024-03-13T08:58:27,77.80.89.204,US-East,/api/configs,token,44.39,"connect,heartbeat,disconnect",Windows-11/22H2|e3:2c:a3:b1:21:94,normal
SVC-0108,service_account,2024-03-13T09:00:12,83.75.33.33,AF-South,/db/write,token,23.01,"login,view,logout",Windows-11/22H2|da:37:fb:e3:25:29,normal
SVC-0084,service_account,2024-03-13T09:08:42,82.242.195.99,AP-East,/db/admin,sso,101.88,"login,view,logout",macOS-14.2/ARM64|60:7a:c4:77:d2:16,normal
USR-0198,user,2024-03-13T09:15:01,47.69.215.96,AF-South,/db/write,password,5.32,"connect,heartbeat,disconnect",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
USR-0075,user,2024-03-13T09:21:30,133.226.142.47,ME-Central,/api/logs,biometric,25.91,"login,upload,verify,logout",Windows-11/22H2|75:0a:89:14:59:f0,normal
SVC-0115,service_account,2024-03-13T09:26:14,145.205.35.37,US-West,/api/audit,certificate,116.42,"login,read,read,logout",FW-EdgeOS-3.1|9e:ad:b3:03:5c:49,normal
DEV-0125,edge_device,2024-03-13T09:30:56,45.78.38.46,AP-South,/storage/upload,sso,72.02,"login,read,read,logout",Android-14/ARM64|4b:78:34:4a:83:65,normal
DEV-0006,edge_device,2024-03-13T09:34:39,98.138.112.176,AP-East,/storage/download,certificate,42.91,"login,view,logout",ChromeOS-120/x86_64|88:24:57:7d:53:ec,normal
USR-0153,user,2024-03-13T09:40:01,94.81.15.37,ME-Central,/api/tokens,token,23.59,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|b4:de:8c:1d:26:cf,normal
USR-0027,user,2024-03-13T09:41:07,73.80.224.214,CA-Central,/storage/upload,token,19.6,"login,view,logout",ChromeOS-120/x86_64|87:43:b2:23:7d:bd,normal
DEV-0062,edge_device,2024-03-13T09:41:17,203.8.47.76,AF-South,/network/firewall,token,5.08,"login,read,read,logout",Android-14/ARM64|d0:fa:7b:f3:fb:e5,normal
SVC-0016,service_account,2024-03-13T09:43:50,59.34.16.221,AF-South,/storage/delete,certificate,72.63,"login,read,read,logout",FW-EdgeOS-3.1|0a:75:70:03:24:1e,normal
DEV-0006,edge_device,2024-03-13T09:44:09,98.138.112.176,AP-East,/db/admin,certificate,37.89,"login,view,logout",ChromeOS-120/x86_64|88:24:57:7d:53:ec,normal
SVC-0090,service_account,2024-03-13T09:48:25,128.73.118.119,US-West,/api/logs,password,20.64,"connect,heartbeat,disconnect",IoT-RTOS-2.4|5c:57:59:28:c3:7b,normal
DEV-0130,edge_device,2024-03-13T09:49:55,100.209.173.174,AF-South,/network/vpn,biometric,42.54,"login,search,view,logout",macOS-14.2/ARM64|e0:e0:51:ba:be:90,normal
USR-0097,user,2024-03-13T09:53:15,4.135.63.117,EU-West,/api/users,token,110.17,"login,upload,verify,logout",RHEL-9.3/x86_64|48:73:cb:bb:2e:ca,normal
DEV-0171,edge_device,2024-03-13T09:54:03,74.4.55.111,EU-Central,/storage/upload,certificate,90.11,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|b4:18:19:90:fd:f0,normal
SVC-0115,service_account,2024-03-13T10:09:33,145.205.35.37,US-West,/api/users,certificate,100.59,"login,upload,verify,logout",FW-EdgeOS-3.1|9e:ad:b3:03:5c:49,normal
DEV-0036,edge_device,2024-03-13T10:10:09,149.135.19.28,EU-West,/network/firewall,token,106.19,"connect,heartbeat,disconnect",iOS-17.2/ARM64|cc:a9:0e:3b:85:5b,normal
USR-0033,user,2024-03-13T10:19:35,201.210.127.69,CA-Central,/api/tokens,token,31.17,"connect,heartbeat,disconnect",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
SVC-0072,service_account,2024-03-13T10:24:02,30.115.76.233,AF-South,/api/tokens,token,62.89,"login,view,logout",macOS-14.2/ARM64|e8:24:77:87:65:d9,normal
SVC-0197,service_account,2024-03-13T10:26:28,12.216.176.180,US-West,/network/firewall,sso,78.66,"login,upload,verify,logout",ChromeOS-120/x86_64|0b:ca:82:01:6f:25,normal
USR-0075,user,2024-03-13T10:31:05,133.226.142.47,ME-Central,/api/logs,biometric,20.88,"login,upload,verify,logout",Windows-11/22H2|75:0a:89:14:59:f0,normal
DEV-0107,edge_device,2024-03-13T10:32:47,165.15.31.123,AP-South,/network/scan,certificate,153.13,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
DEV-0103,edge_device,2024-03-13T10:35:04,202.105.35.213,US-East,/db/write,token,177.51,"login,upload,verify,logout",Windows-11/22H2|6c:0a:19:aa:7c:40,normal
SVC-0013,service_account,2024-03-13T10:37:32,15.123.40.22,ME-Central,/api/logs,token,51.56,"login,upload,verify,logout",IoT-RTOS-2.4|fa:09:39:b9:9d:7a,normal
USR-0097,user,2024-03-13T11:02:47,4.135.63.117,EU-West,/api/settings,token,107.75,"login,upload,verify,logout",RHEL-9.3/x86_64|48:73:cb:bb:2e:ca,normal
SVC-0032,service_account,2024-03-13T11:05:48,200.208.79.237,AF-South,/api/health,token,96.75,"login,upload,verify,logout",macOS-14.2/ARM64|14:b7:6b:7f:34:b5,normal
DEV-0142,edge_device,2024-03-13T11:07:02,141.216.56.199,US-West,/network/scan,certificate,66.52,"login,view,logout",Ubuntu-22.04/x86_64|02:28:09:83:6e:4c,normal
USR-0035,user,2024-03-13T11:16:33,222.35.142.90,CA-Central,/api/settings,biometric,65.49,"login,view,logout",ChromeOS-120/x86_64|72:0c:62:cc:a8:8e,normal
USR-0089,user,2024-03-13T11:22:28,111.74.125.136,AP-East,/api/data-export,password,80.76,"login,search,view,logout",ChromeOS-120/x86_64|17:a6:1c:96:b7:bf,normal
SVC-0094,service_account,2024-03-13T11:23:45,161.49.20.80,EU-West,/api/logs,token,36.87,"login,read,read,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
DEV-0141,edge_device,2024-03-13T11:31:14,179.71.240.115,EU-West,/network/firewall,biometric,69.0,"login,search,view,logout",ChromeOS-120/x86_64|ab:4a:46:13:92:f1,normal
DEV-0088,edge_device,2024-03-13T11:33:55,114.85.153.232,SA-East,/api/settings,sso,82.54,"login,search,view,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
DEV-0193,edge_device,2024-03-13T11:42:13,192.191.212.180,ME-Central,/api/deploy,password,103.45,"login,upload,verify,logout",Android-14/ARM64|71:70:44:f4:4e:e8,normal
DEV-0041,edge_device,2024-03-13T11:51:50,204.86.43.73,AP-South,/api/payments,certificate,11.44,"login,upload,verify,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
SVC-0197,service_account,2024-03-13T11:52:27,12.216.176.180,ME-Central,/ssh/connect,sso,84.82,"login,upload,verify,logout",ChromeOS-120/x86_64|0b:ca:82:01:6f:25,normal
DEV-0137,edge_device,2024-03-13T11:59:30,210.102.70.224,US-East,/api/configs,certificate,8.5,"login,search,view,logout",ChromeOS-120/x86_64|e1:ec:90:c3:d6:52,normal
USR-0150,user,2024-03-13T12:06:16,48.254.254.95,CA-Central,/api/admin,token,42.34,"login,upload,verify,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
SVC-0086,service_account,2024-03-13T12:07:34,201.135.173.160,US-East,/db/read,token,11.31,"login,read,read,logout",FW-EdgeOS-3.1|07:49:d1:4f:26:f0,normal
DEV-0088,edge_device,2024-03-13T12:14:08,114.85.153.232,SA-East,/db/write,sso,43.0,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
DEV-0044,edge_device,2024-03-13T12:24:02,13.127.62.117,CA-Central,/api/settings,sso,10.02,"login,read,read,logout",Windows-11/22H2|02:36:d9:70:5a:ed,normal
USR-0112,user,2024-03-13T12:27:58,91.216.26.248,EU-Central,/api/reports,password,62.98,"connect,heartbeat,disconnect",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
DEV-0088,edge_device,2024-03-13T12:32:20,114.85.153.232,SA-East,/api/settings,sso,57.15,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
DEV-0042,edge_device,2024-03-13T12:40:30,38.12.23.63,SA-East,/api/deploy,sso,35.56,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ab:2f:78:9e:73:65,normal
SVC-0004,service_account,2024-03-13T12:43:18,170.116.148.253,US-East,/api/payments,sso,78.02,"login,upload,verify,logout",ChromeOS-120/x86_64|28:96:b9:62:23:17,normal
USR-0099,user,2024-03-13T12:51:06,10.155.252.30,US-West,/ssh/connect,biometric,97.46,"login,view,logout",Ubuntu-22.04/x86_64|ed:9a:d1:3b:47:17,normal
USR-0066,user,2024-03-13T12:56:46,164.251.52.224,ME-Central,/api/health,biometric,103.32,"login,upload,verify,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
SVC-0148,service_account,2024-03-13T13:21:39,81.158.203.254,US-East,/api/payments,certificate,98.22,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
SVC-0145,service_account,2024-03-13T13:28:10,121.22.198.252,US-East,/api/settings,certificate,19.85,"login,read,read,logout",IoT-RTOS-2.4|5f:2b:b8:22:0a:c7,normal
SVC-0128,service_account,2024-03-13T13:30:19,116.96.164.155,AP-East,/db/admin,certificate,81.87,"login,search,view,logout",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
USR-0035,user,2024-03-13T13:32:43,222.35.142.90,CA-Central,/db/write,biometric,66.61,"login,upload,verify,logout",ChromeOS-120/x86_64|72:0c:62:cc:a8:8e,normal
SVC-0113,service_account,2024-03-13T13:39:14,58.55.179.217,US-East,/api/data-export,biometric,42.69,"login,search,view,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
USR-0034,user,2024-03-13T13:41:37,210.235.179.79,EU-Central,/api/deploy,token,103.21,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:c3:13:f0:71:66,normal
SVC-0148,service_account,2024-03-13T14:15:04,81.158.203.254,US-East,/api/payments,certificate,66.36,"login,upload,verify,logout",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
SVC-0057,service_account,2024-03-13T14:15:17,130.174.6.218,SA-East,/ssh/connect,biometric,19.14,"login,search,view,logout",iOS-17.2/ARM64|3d:15:b1:db:bd:23,normal
USR-0168,user,2024-03-13T14:31:32,25.25.148.243,SA-East,/api/logs,certificate,25.1,"login,read,read,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
USR-0034,user,2024-03-13T14:45:40,210.235.179.79,EU-Central,/api/users,token,129.2,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|37:c3:13:f0:71:66,normal
SVC-0113,service_account,2024-03-13T14:58:55,58.55.179.217,US-East,/db/read,biometric,45.58,"login,read,read,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
SVC-0185,service_account,2024-03-13T15:27:12,123.102.147.83,CA-Central,/network/firewall,password,54.21,"login,upload,verify,logout",iOS-17.2/ARM64|33:46:02:50:d0:f3,normal
SVC-0128,service_account,2024-03-13T15:41:49,116.96.164.155,AP-East,/api/logs,certificate,130.95,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
DEV-0008,edge_device,2024-03-13T15:46:45,64.134.219.230,EU-West,/network/firewall,biometric,79.84,"connect,heartbeat,disconnect",Windows-11/22H2|ff:ca:ea:49:87:47,normal
SVC-0185,service_account,2024-03-13T15:48:14,123.102.147.83,CA-Central,/network/firewall,password,48.96,"login,upload,verify,logout",iOS-17.2/ARM64|33:46:02:50:d0:f3,normal
SVC-0144,service_account,2024-03-13T16:02:56,158.180.123.147,SA-East,/api/reports,password,107.53,"login,upload,verify,logout",FW-EdgeOS-3.1|08:7b:49:95:db:00,normal
SVC-0056,service_account,2024-03-13T16:41:42,20.124.52.179,AP-East,/ssh/connect,token,6.37,"connect,heartbeat,disconnect",iOS-17.2/ARM64|37:0d:9f:c0:cb:65,normal
SVC-0055,service_account,2024-03-13T17:55:19,156.58.83.247,EU-Central,/api/deploy,token,71.14,"login,view,logout",Windows-11/22H2|3a:6f:ee:83:bc:55,normal
SVC-0094,service_account,2024-03-13T19:30:04,161.49.20.80,CA-Central,/api/reports,token,74.36,"login,view,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
USR-0063,user,2024-03-13T20:27:51,109.169.180.180,US-East,/api/configs,password,67.0,"login,read,read,logout",RHEL-9.3/x86_64|cf:7c:9c:bc:f2:b0,normal
USR-0167,user,2024-03-14T00:10:38,34.189.54.82,ME-Central,/api/audit,password,153.33,"login,read,read,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
USR-0167,user,2024-03-14T00:11:49,34.189.54.82,SA-East,/ssh/connect,password,144.39,"login,view,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
USR-0167,user,2024-03-14T02:32:44,34.189.54.82,SA-East,/api/users,password,124.62,"login,read,read,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
DEV-0116,edge_device,2024-03-14T02:48:20,88.80.189.80,EU-Central,/api/logs,biometric,50.64,"login,read,read,logout",Windows-11/22H2|0f:2e:6e:c0:d6:e8,normal
SVC-0095,service_account,2024-03-14T03:30:13,192.212.89.52,ME-Central,/api/tokens,certificate,94.32,"login,upload,verify,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
SVC-0084,service_account,2024-03-14T03:40:38,82.242.195.99,AP-East,/api/data-export,sso,7.99,"login,download,logout",macOS-14.2/ARM64|60:7a:c4:77:d2:16,low_and_slow_exfiltration
SVC-0043,service_account,2024-03-14T04:03:42,103.124.75.168,AP-East,/db/write,certificate,72.49,"connect,heartbeat,disconnect",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
